metric,max_emerg_wait,value,num_beds
daycase_patients_seen,1,"[33, 30, 26, 26, 28, 23, 33, 29, 30, 27, 34, 26, 29, 27, 27, 33, 23, 30, 31, 32, 30, 25, 28, 31, 30, 30, 31, 24, 34, 23, 27, 23, 31, 24, 25, 34, 39, 28, 31, 30, 33, 22, 25, 23, 26, 31, 28, 28, 31, 29, 29, 32, 29, 28, 35, 26, 28, 29, 27, 26, 31, 30, 33, 20, 27, 27, 27, 30, 31, 26, 29, 30, 26, 27, 27, 24, 34, 33, 31, 27, 28, 30, 31, 27, 33, 29, 25, 34, 28, 31, 25, 30, 30, 30, 25, 26, 28, 27, 23, 25]",75
emergency_patients_cancelled,1,"[0, 0, 3, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
elective_patients_cancelled,1,"[12, 14, 13, 11, 14, 11, 9, 9, 10, 13, 8, 12, 8, 11, 8, 8, 13, 10, 10, 11, 8, 11, 8, 9, 9, 8, 8, 11, 8, 16, 10, 15, 7, 8, 11, 7, 7, 11, 8, 8, 7, 14, 11, 11, 9, 8, 8, 13, 11, 11, 8, 9, 8, 12, 8, 13, 8, 12, 8, 9, 8, 12, 9, 12, 8, 14, 10, 8, 10, 9, 12, 13, 10, 12, 11, 13, 13, 7, 12, 11, 8, 8, 10, 7, 9, 8, 13, 9, 8, 8, 8, 10, 7, 9, 12, 8, 9, 8, 8, 12]",75
daycase_patients_cancelled,1,"[30, 27, 33, 34, 30, 31, 26, 30, 29, 37, 33, 33, 29, 36, 27, 30, 36, 28, 32, 31, 31, 36, 37, 26, 30, 27, 26, 28, 25, 33, 26, 38, 27, 29, 29, 30, 22, 33, 32, 31, 28, 39, 36, 34, 32, 31, 34, 32, 32, 31, 30, 27, 34, 31, 30, 33, 28, 32, 33, 33, 27, 29, 32, 35, 30, 36, 29, 28, 31, 28, 32, 30, 31, 34, 31, 33, 30, 37, 33, 37, 31, 33, 30, 29, 32, 32, 34, 32, 27, 33, 26, 29, 26, 29, 34, 30, 26, 30, 31, 29]",75
emergency_surgery,1,"[148.75000000000003, 140.52499999999998, 144.89999999999992, 150.32499999999996, 140.87499999999994, 139.475, 137.89999999999998, 133.69999999999996, 142.62500000000003, 147.525, 135.62500000000003, 151.375, 129.67499999999998, 133.17500000000004, 142.275, 132.12500000000003, 144.375, 131.94999999999996, 130.2, 144.89999999999998, 134.92499999999995, 141.22500000000002, 139.125, 142.97500000000002, 140.0, 133.525, 133.70000000000002, 153.3000000000001, 127.4, 140.17499999999998, 142.27500000000003, 149.10000000000002, 134.92499999999998, 133.7, 149.275, 143.85000000000002, 125.29999999999998, 147.7, 130.02499999999995, 144.02499999999995, 115.32499999999999, 155.925, 138.95, 146.82500000000002, 140.35, 132.12500000000003, 136.67499999999998, 145.25, 135.97499999999997, 149.45, 137.89999999999998, 124.77499999999999, 139.475, 145.77500000000003, 141.92499999999993, 154.0, 138.07500000000002, 155.39999999999998, 138.42499999999998, 154.52499999999995, 136.14999999999995, 142.44999999999996, 139.65, 152.77499999999995, 135.45000000000002, 146.82499999999993, 139.47499999999997, 140.69999999999996, 143.85, 136.67499999999995, 152.42499999999998, 149.27499999999998, 142.45000000000005, 149.62499999999994, 140.0, 143.675, 141.92499999999993, 136.84999999999997, 148.925, 153.825, 135.27500000000006, 137.725, 150.32499999999996, 139.29999999999998, 130.725, 140.87499999999994, 152.42500000000004, 145.59999999999997, 139.99999999999994, 137.37499999999994, 125.12499999999999, 137.20000000000002, 132.12499999999997, 127.22499999999997, 150.325, 125.3, 131.59999999999997, 131.94999999999996, 143.85, 148.39999999999995]",75
elective_surgery,1,"[60.1875, 61.3125, 55.0625, 61.125, 60.5, 59.9375, 68.5625, 67.4375, 64.9375, 60.6875, 69.0, 60.375, 67.5625, 63.9375, 67.6875, 68.0, 57.5, 67.625, 65.25, 61.25, 67.75, 65.125, 67.6875, 64.25, 67.875, 68.9375, 67.6875, 59.6875, 67.5, 55.75, 67.0625, 56.5625, 68.1875, 67.9375, 61.0625, 68.0, 68.1875, 60.4375, 68.3125, 68.4375, 67.8125, 51.6875, 65.25, 55.625, 67.875, 68.1875, 66.25, 59.8125, 63.4375, 60.75, 68.5, 68.1875, 67.75, 59.8125, 68.5625, 59.375, 67.4375, 58.6875, 68.4375, 59.125, 66.8125, 60.5625, 67.875, 60.0, 66.3125, 56.6875, 63.3125, 67.375, 63.1875, 68.75, 60.0, 60.125, 62.75, 59.625, 64.8125, 60.125, 60.6875, 68.125, 60.875, 61.4375, 67.375, 68.5, 60.5625, 67.8125, 68.5, 67.5625, 60.4375, 60.0625, 67.0, 67.6875, 67.8125, 64.125, 67.0625, 67.75, 60.125, 68.4375, 68.25, 68.9375, 68.125, 60.625]",75
daycase_surgery,1,"[31.21875, 31.875, 29.9375, 29.5625, 31.0, 29.09375, 34.78125, 33.59375, 30.9375, 31.40625, 33.25, 31.4375, 33.21875, 30.65625, 31.21875, 34.96875, 26.09375, 32.8125, 33.90625, 30.875, 33.9375, 30.90625, 32.3125, 31.28125, 33.375, 33.9375, 35.59375, 28.875, 34.5625, 28.90625, 33.09375, 28.90625, 35.21875, 33.1875, 29.59375, 34.0, 42.28125, 31.375, 33.53125, 31.125, 39.09375, 26.5, 31.46875, 27.96875, 31.0625, 31.28125, 31.1875, 31.1875, 31.46875, 31.90625, 33.21875, 33.875, 31.15625, 32.5, 33.78125, 31.8125, 32.125, 29.09375, 32.15625, 29.75, 33.90625, 31.125, 33.09375, 29.0, 33.84375, 29.15625, 33.84375, 31.6875, 32.78125, 31.4375, 31.34375, 32.0625, 32.0, 28.96875, 31.21875, 31.125, 32.3125, 31.40625, 30.90625, 28.78125, 31.5625, 30.9375, 31.84375, 32.34375, 34.59375, 34.53125, 30.15625, 31.375, 31.9375, 31.28125, 34.09375, 34.6875, 33.1875, 35.625, 29.03125, 33.6875, 33.4375, 33.65625, 32.84375, 30.90625]",75
emergency_patients_seen,2,"[88, 91, 87, 85, 87, 87, 86, 86, 95, 87, 93, 89, 81, 83, 93, 85, 87, 82, 90, 86, 83, 85, 89, 95, 88, 87, 92, 92, 78, 91, 87, 96, 87, 86, 85, 88, 82, 88, 81, 85, 77, 95, 90, 95, 90, 83, 81, 88, 85, 92, 86, 83, 87, 89, 87, 94, 85, 91, 89, 91, 84, 92, 90, 91, 90, 91, 85, 90, 90, 85, 91, 91, 88, 93, 84, 87, 81, 82, 85, 93, 87, 87, 87, 90, 79, 89, 93, 90, 90, 89, 85, 90, 87, 83, 89, 80, 84, 88, 86, 86]",75
elective_patients_seen,2,"[28, 38, 29, 31, 32, 31, 31, 31, 31, 31, 30, 30, 35, 33, 33, 34, 30, 34, 30, 28, 32, 34, 33, 29, 30, 31, 33, 28, 30, 29, 31, 25, 31, 29, 31, 34, 31, 32, 35, 33, 31, 25, 30, 28, 30, 31, 32, 28, 31, 30, 32, 31, 32, 30, 31, 28, 31, 28, 33, 26, 29, 29, 30, 30, 25, 29, 34, 32, 35, 34, 24, 28, 30, 31, 31, 30, 27, 32, 28, 31, 32, 32, 27, 31, 32, 29, 29, 32, 33, 33, 31, 30, 31, 32, 28, 33, 36, 31, 32, 27]",75
daycase_patients_seen,2,"[33, 32, 23, 30, 28, 23, 33, 29, 34, 28, 34, 26, 29, 27, 29, 33, 25, 30, 31, 32, 30, 25, 29, 31, 30, 30, 33, 25, 34, 22, 27, 25, 31, 24, 27, 35, 40, 28, 32, 32, 33, 24, 25, 24, 26, 31, 31, 28, 31, 29, 32, 35, 31, 30, 35, 26, 28, 29, 27, 28, 32, 30, 33, 22, 28, 25, 27, 32, 30, 28, 29, 31, 26, 27, 29, 24, 34, 35, 31, 30, 30, 33, 31, 29, 35, 29, 26, 36, 31, 33, 26, 31, 30, 32, 25, 29, 28, 27, 25, 25]",75
emergency_patients_cancelled,2,"[0, 0, 5, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
elective_patients_cancelled,2,"[11, 9, 9, 10, 10, 11, 9, 9, 8, 13, 8, 12, 8, 11, 8, 8, 11, 10, 10, 11, 8, 9, 8, 8, 9, 8, 8, 12, 8, 13, 10, 15, 7, 8, 11, 7, 7, 8, 8, 8, 7, 14, 11, 11, 9, 8, 8, 12, 9, 11, 8, 9, 8, 9, 8, 13, 8, 11, 8, 9, 8, 10, 9, 12, 8, 14, 7, 8, 8, 9, 12, 13, 8, 11, 11, 11, 11, 7, 12, 11, 8, 8, 10, 7, 9, 8, 13, 6, 7, 8, 8, 10, 7, 9, 12, 8, 9, 8, 8, 11]",75
daycase_patients_cancelled,2,"[30, 26, 36, 30, 30, 31, 26, 30, 25, 36, 33, 33, 29, 36, 25, 30, 34, 28, 32, 31, 31, 36, 36, 26, 30, 27, 24, 27, 25, 34, 26, 36, 27, 29, 28, 29, 21, 33, 31, 29, 28, 37, 36, 33, 32, 31, 31, 32, 32, 31, 27, 24, 32, 29, 30, 33, 28, 32, 33, 31, 26, 29, 32, 33, 29, 37, 29, 27, 32, 26, 32, 29, 31, 34, 29, 33, 30, 35, 33, 34, 29, 30, 30, 27, 30, 32, 33, 31, 24, 31, 25, 28, 26, 27, 34, 27, 26, 30, 29, 29]",75
emergency_surgery,2,"[148.75000000000003, 140.52499999999998, 140.87499999999991, 150.32499999999996, 140.87499999999994, 139.475, 137.89999999999998, 133.69999999999996, 142.62500000000003, 147.525, 135.62500000000003, 151.375, 129.67499999999998, 133.17500000000004, 142.275, 132.12500000000003, 144.375, 131.94999999999996, 130.2, 144.89999999999998, 134.92499999999995, 141.22500000000002, 139.125, 142.97500000000002, 140.0, 133.525, 133.70000000000002, 153.3000000000001, 127.4, 140.17499999999998, 142.27500000000003, 149.10000000000002, 134.92499999999998, 133.7, 149.275, 143.85000000000002, 125.29999999999998, 147.7, 130.02499999999995, 144.02499999999995, 115.32499999999999, 155.925, 138.95, 146.82500000000002, 140.35, 132.12500000000003, 136.67499999999998, 145.25, 135.97499999999997, 149.45, 137.89999999999998, 124.77499999999999, 139.475, 145.77500000000003, 141.92499999999993, 154.0, 138.07500000000002, 153.825, 138.42499999999998, 154.52499999999995, 136.14999999999995, 142.44999999999996, 139.65, 152.77499999999995, 135.45000000000002, 146.82499999999993, 139.47499999999997, 140.69999999999996, 143.85, 136.67499999999995, 152.42499999999998, 149.27499999999998, 142.45000000000005, 149.62499999999994, 140.0, 143.675, 141.92499999999993, 136.84999999999997, 148.925, 153.825, 135.27500000000006, 137.725, 150.32499999999996, 139.29999999999998, 130.725, 140.87499999999994, 152.42500000000004, 145.59999999999997, 139.99999999999994, 137.37499999999994, 125.12499999999999, 137.20000000000002, 132.12499999999997, 127.22499999999997, 150.325, 125.3, 131.59999999999997, 131.94999999999996, 143.85, 148.39999999999995]",75
elective_surgery,2,"[62.375, 69.25, 64.5625, 63.3125, 68.125, 60.6875, 68.5625, 67.4375, 68.5625, 60.6875, 69.0, 60.375, 67.5625, 63.9375, 67.6875, 68.0, 61.875, 67.625, 65.25, 61.25, 67.75, 68.375, 67.6875, 63.8125, 67.875, 68.9375, 67.6875, 55.625, 67.5, 59.3125, 67.0625, 56.5625, 68.1875, 67.9375, 61.0625, 68.0, 68.1875, 68.125, 68.3125, 68.4375, 67.8125, 51.6875, 65.25, 55.625, 67.875, 68.1875, 66.25, 62.0, 67.8125, 60.75, 68.5, 68.1875, 67.75, 67.5, 68.5625, 59.375, 67.4375, 59.75, 68.4375, 59.125, 66.8125, 66.8125, 67.875, 60.0, 66.3125, 57.8125, 68.75, 67.375, 68.6875, 68.75, 60.0, 60.125, 67.875, 63.6875, 64.8125, 64.5, 65.4375, 68.125, 60.875, 61.4375, 67.375, 68.5, 60.5625, 67.8125, 68.5, 67.5625, 60.4375, 67.375, 67.6875, 67.6875, 67.8125, 64.125, 67.0625, 67.75, 60.125, 68.4375, 68.25, 68.9375, 68.125, 62.8125]",75
daycase_surgery,2,"[31.21875, 34.25, 25.53125, 34.5, 31.0, 28.34375, 34.78125, 33.59375, 34.375, 32.5, 33.25, 31.4375, 33.21875, 30.65625, 33.59375, 34.96875, 28.28125, 32.8125, 33.90625, 30.875, 33.9375, 30.90625, 33.40625, 31.46875, 33.375, 33.9375, 37.21875, 30.34375, 34.5625, 28.375, 33.09375, 31.09375, 35.21875, 33.1875, 31.96875, 35.09375, 42.8125, 31.375, 35.5625, 33.3125, 39.09375, 28.6875, 31.46875, 29.4375, 31.0625, 31.28125, 33.53125, 31.1875, 31.46875, 31.90625, 35.0, 37.34375, 33.53125, 33.9375, 33.78125, 31.8125, 32.125, 29.09375, 32.15625, 31.9375, 35.375, 31.125, 33.09375, 31.375, 34.5625, 26.78125, 33.84375, 34.0625, 32.8125, 33.625, 31.34375, 32.96875, 32.0, 28.96875, 33.59375, 31.125, 32.3125, 33.78125, 30.90625, 31.125, 33.9375, 33.28125, 31.84375, 33.96875, 37.53125, 34.53125, 31.25, 33.75, 35.78125, 33.65625, 35.1875, 35.40625, 33.1875, 39.6875, 29.03125, 38.28125, 33.4375, 33.65625, 35.21875, 30.90625]",75
emergency_patients_seen,3,"[88, 91, 87, 85, 87, 87, 86, 86, 95, 87, 93, 89, 81, 83, 93, 85, 87, 82, 90, 86, 83, 85, 89, 95, 88, 87, 92, 92, 78, 91, 87, 96, 87, 86, 85, 88, 82, 88, 81, 85, 77, 95, 90, 95, 90, 83, 81, 88, 85, 92, 86, 83, 87, 89, 87, 94, 85, 91, 89, 91, 84, 92, 90, 91, 90, 89, 85, 90, 90, 85, 91, 91, 88, 93, 84, 87, 81, 82, 85, 93, 87, 87, 87, 90, 79, 89, 93, 90, 90, 89, 85, 90, 87, 83, 89, 80, 84, 88, 86, 86]",75
elective_patients_seen,3,"[33, 41, 31, 33, 35, 32, 34, 34, 33, 33, 31, 32, 37, 36, 35, 37, 33, 36, 32, 33, 35, 37, 35, 31, 32, 34, 35, 30, 32, 31, 33, 29, 33, 31, 34, 36, 33, 34, 38, 35, 33, 27, 33, 31, 32, 34, 34, 34, 33, 33, 35, 33, 34, 32, 33, 32, 33, 31, 35, 28, 31, 33, 33, 32, 27, 33, 36, 34, 36, 36, 30, 32, 32, 34, 36, 35, 32, 34, 32, 34, 34, 34, 29, 33, 35, 31, 32, 33, 34, 35, 33, 34, 33, 35, 31, 35, 39, 33, 34, 30]",75
daycase_patients_seen,3,"[35, 32, 23, 30, 31, 26, 33, 31, 37, 29, 37, 26, 33, 27, 29, 33, 25, 32, 31, 35, 30, 27, 29, 31, 30, 30, 35, 24, 34, 24, 27, 23, 34, 26, 27, 35, 40, 28, 34, 32, 33, 24, 25, 24, 27, 34, 32, 30, 33, 29, 32, 37, 33, 30, 35, 26, 30, 35, 29, 28, 32, 30, 36, 23, 28, 25, 27, 32, 29, 28, 31, 31, 28, 27, 29, 24, 34, 35, 31, 30, 32, 33, 31, 32, 35, 29, 28, 36, 33, 33, 29, 31, 33, 35, 28, 31, 28, 30, 25, 25]",75
emergency_patients_cancelled,3,"[0, 0, 5, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
elective_patients_cancelled,3,"[6, 6, 7, 8, 7, 10, 6, 6, 6, 11, 7, 10, 6, 8, 6, 5, 8, 8, 8, 6, 5, 6, 6, 6, 7, 5, 6, 10, 6, 11, 8, 11, 5, 6, 8, 5, 5, 6, 5, 6, 5, 12, 8, 8, 7, 5, 6, 6, 7, 8, 5, 7, 6, 7, 6, 9, 6, 8, 6, 7, 6, 6, 6, 10, 6, 10, 5, 6, 7, 7, 6, 9, 6, 8, 6, 6, 6, 5, 8, 8, 6, 5, 8, 5, 6, 6, 10, 5, 6, 6, 6, 6, 5, 6, 9, 6, 6, 6, 6, 8]",75
daycase_patients_cancelled,3,"[28, 26, 36, 30, 27, 28, 26, 28, 22, 35, 30, 33, 25, 36, 25, 30, 33, 26, 32, 28, 31, 34, 36, 26, 30, 27, 22, 28, 25, 32, 26, 38, 24, 27, 28, 29, 21, 33, 29, 29, 28, 37, 36, 33, 31, 28, 30, 30, 30, 31, 27, 22, 30, 29, 30, 33, 27, 26, 31, 31, 26, 29, 29, 32, 29, 37, 29, 27, 33, 26, 30, 29, 29, 34, 29, 33, 30, 35, 33, 34, 27, 30, 30, 24, 30, 32, 31, 31, 22, 31, 22, 28, 22, 24, 32, 25, 26, 27, 29, 29]",75
emergency_surgery,3,"[148.75000000000003, 140.52499999999998, 140.87499999999991, 150.32499999999996, 140.87499999999994, 139.475, 137.89999999999998, 133.69999999999996, 142.62500000000003, 147.525, 135.62500000000003, 151.375, 129.67499999999998, 133.17500000000004, 142.275, 132.12500000000003, 144.375, 131.94999999999996, 130.2, 144.89999999999998, 134.92499999999995, 141.22500000000002, 139.125, 142.97500000000002, 140.0, 133.525, 133.70000000000002, 153.3000000000001, 127.4, 140.17499999999998, 142.27500000000003, 149.10000000000002, 134.92499999999998, 133.7, 149.275, 143.85000000000002, 125.29999999999998, 147.7, 130.02499999999995, 144.02499999999995, 115.32499999999999, 155.925, 138.95, 146.82500000000002, 140.35, 132.12500000000003, 136.67499999999998, 145.25, 135.97499999999997, 149.45, 137.89999999999998, 124.77499999999999, 139.475, 145.77500000000003, 141.92499999999993, 154.0, 138.07500000000002, 153.825, 138.42499999999998, 154.52499999999995, 136.14999999999995, 142.44999999999996, 139.65, 152.77499999999995, 135.45000000000002, 144.37499999999994, 139.47499999999997, 140.69999999999996, 143.85, 136.67499999999995, 152.42499999999998, 149.27499999999998, 142.45000000000005, 149.62499999999994, 140.0, 143.675, 141.92499999999993, 136.84999999999997, 148.925, 153.825, 135.27500000000006, 137.725, 150.32499999999996, 139.29999999999998, 130.725, 140.87499999999994, 152.42500000000004, 145.59999999999997, 139.99999999999994, 137.37499999999994, 125.12499999999999, 137.20000000000002, 132.12499999999997, 127.22499999999997, 150.325, 125.3, 131.59999999999997, 131.94999999999996, 143.85, 148.39999999999995]",75
elective_surgery,3,"[71.4375, 73.1875, 68.1875, 66.9375, 72.0625, 61.0, 72.5, 71.375, 72.1875, 64.3125, 71.9375, 64.0, 71.1875, 67.875, 71.3125, 71.9375, 66.5625, 71.25, 68.875, 72.5625, 71.3125, 72.3125, 71.3125, 67.4375, 71.5, 72.875, 71.3125, 59.25, 71.125, 62.9375, 70.6875, 64.5625, 71.8125, 71.5625, 67.25, 71.625, 71.8125, 71.75, 72.25, 72.0625, 71.4375, 55.3125, 69.1875, 66.3125, 71.5, 72.125, 69.875, 71.375, 71.4375, 68.4375, 72.0625, 71.8125, 71.375, 71.125, 72.1875, 65.5, 71.0625, 66.3125, 72.0625, 62.75, 70.4375, 72.1875, 71.8125, 63.625, 69.9375, 63.9375, 72.375, 71.0, 70.125, 72.375, 70.875, 68.125, 71.5, 69.5, 72.0, 71.6875, 72.25, 71.75, 67.75, 67.25, 71.0, 71.75, 64.1875, 71.4375, 72.4375, 71.1875, 66.25, 70.6875, 70.625, 71.3125, 71.4375, 71.75, 70.6875, 71.3125, 64.0625, 72.0625, 72.1875, 72.5625, 71.75, 68.625]",75
daycase_surgery,3,"[33.40625, 34.25, 25.53125, 34.5, 33.34375, 32.0, 34.78125, 36.71875, 38.21875, 33.78125, 35.21875, 31.4375, 37.96875, 30.65625, 33.59375, 34.96875, 28.46875, 35.9375, 33.90625, 33.21875, 33.9375, 32.90625, 33.40625, 31.46875, 33.375, 33.9375, 39.40625, 28.875, 34.5625, 30.75, 33.09375, 28.15625, 38.875, 37.25, 31.96875, 35.09375, 42.8125, 31.375, 39.625, 33.3125, 39.09375, 28.6875, 31.46875, 29.4375, 33.09375, 34.9375, 34.625, 32.8125, 33.84375, 31.90625, 35.0, 41.40625, 35.34375, 33.9375, 33.78125, 31.8125, 33.1875, 33.78125, 33.78125, 31.9375, 35.375, 31.125, 35.4375, 31.90625, 34.5625, 26.78125, 33.84375, 34.0625, 32.09375, 33.625, 33.71875, 32.96875, 33.8125, 28.96875, 33.59375, 31.125, 32.3125, 33.78125, 30.90625, 31.125, 38.0, 33.28125, 31.84375, 37.25, 37.53125, 34.53125, 33.625, 33.75, 38.34375, 33.65625, 38.28125, 35.40625, 41.15625, 42.96875, 31.375, 40.46875, 33.4375, 39.9375, 35.21875, 30.90625]",75
emergency_patients_seen,4,"[88, 91, 87, 85, 87, 87, 86, 86, 95, 87, 93, 89, 81, 83, 93, 85, 87, 82, 90, 86, 83, 85, 89, 95, 88, 87, 92, 92, 78, 91, 87, 96, 87, 86, 85, 88, 82, 88, 81, 85, 77, 94, 90, 95, 90, 83, 81, 88, 85, 92, 86, 83, 87, 89, 87, 94, 85, 91, 89, 91, 84, 92, 90, 91, 90, 89, 85, 90, 90, 85, 91, 91, 88, 93, 84, 87, 81, 82, 85, 93, 87, 87, 87, 90, 79, 89, 93, 90, 90, 89, 85, 90, 87, 83, 89, 80, 84, 88, 86, 86]",75
elective_patients_seen,4,"[33, 41, 31, 33, 35, 32, 34, 34, 33, 38, 31, 36, 37, 36, 35, 37, 34, 36, 32, 33, 35, 37, 35, 31, 32, 34, 35, 30, 32, 31, 33, 30, 33, 31, 37, 36, 35, 34, 38, 35, 33, 28, 33, 31, 32, 34, 34, 34, 33, 35, 35, 33, 34, 32, 33, 35, 33, 33, 35, 28, 31, 33, 33, 32, 27, 33, 36, 34, 36, 36, 30, 35, 32, 34, 36, 35, 32, 34, 34, 36, 34, 34, 32, 33, 35, 31, 34, 33, 34, 35, 33, 34, 33, 35, 32, 35, 39, 33, 34, 32]",75
daycase_patients_seen,4,"[36, 32, 23, 30, 31, 27, 33, 35, 39, 29, 40, 26, 35, 32, 31, 36, 25, 32, 31, 35, 32, 27, 29, 33, 30, 30, 38, 26, 38, 24, 27, 23, 38, 26, 29, 38, 40, 30, 35, 34, 33, 24, 25, 24, 28, 34, 32, 31, 34, 32, 31, 37, 36, 34, 35, 26, 30, 35, 30, 28, 35, 32, 41, 23, 28, 27, 29, 34, 31, 28, 31, 34, 28, 27, 29, 26, 36, 35, 32, 33, 36, 33, 33, 31, 35, 31, 28, 38, 38, 35, 32, 30, 33, 35, 30, 32, 28, 33, 25, 28]",75
emergency_patients_cancelled,4,"[0, 0, 5, 0, 0, 2, 0, 0, 0, 0, 3, 0, 0, 2, 0, 0, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
elective_patients_cancelled,4,"[6, 6, 7, 8, 7, 10, 6, 6, 6, 6, 7, 6, 6, 8, 6, 5, 7, 8, 8, 6, 5, 6, 6, 6, 7, 5, 6, 10, 6, 11, 8, 10, 5, 6, 5, 5, 3, 6, 5, 6, 5, 11, 8, 8, 7, 5, 6, 6, 7, 6, 5, 7, 6, 7, 6, 6, 6, 6, 6, 7, 6, 6, 6, 10, 6, 10, 5, 6, 7, 7, 6, 6, 6, 8, 6, 6, 6, 5, 6, 6, 6, 5, 5, 5, 6, 6, 8, 5, 6, 6, 6, 6, 5, 6, 8, 6, 6, 6, 6, 6]",75
daycase_patients_cancelled,4,"[27, 26, 36, 30, 27, 27, 26, 24, 20, 35, 27, 33, 23, 31, 23, 27, 33, 26, 32, 28, 29, 34, 36, 24, 30, 27, 19, 26, 21, 32, 26, 38, 20, 27, 26, 26, 21, 31, 28, 27, 28, 37, 36, 33, 30, 28, 30, 29, 29, 28, 28, 22, 27, 25, 30, 33, 27, 26, 30, 31, 23, 27, 24, 32, 29, 36, 27, 25, 31, 26, 30, 26, 29, 34, 29, 31, 28, 35, 32, 31, 23, 30, 28, 25, 30, 30, 31, 29, 17, 29, 19, 29, 22, 24, 30, 24, 26, 24, 29, 26]",75
emergency_surgery,4,"[148.75000000000003, 140.52499999999998, 140.87499999999991, 150.32499999999996, 140.87499999999994, 139.475, 137.89999999999998, 133.69999999999996, 142.62500000000003, 147.525, 135.62500000000003, 151.375, 129.67499999999998, 133.17500000000004, 142.275, 132.12500000000003, 144.375, 131.94999999999996, 130.2, 144.89999999999998, 134.92499999999995, 141.22500000000002, 139.125, 142.97500000000002, 140.0, 133.525, 133.70000000000002, 153.3000000000001, 127.4, 140.17499999999998, 142.27500000000003, 149.10000000000002, 134.92499999999998, 133.7, 149.275, 143.85000000000002, 125.29999999999998, 147.7, 130.02499999999995, 144.02499999999995, 115.32499999999999, 154.0, 138.95, 146.82500000000002, 140.35, 132.12500000000003, 136.67499999999998, 145.25, 135.97499999999997, 149.45, 137.89999999999998, 124.77499999999999, 139.475, 145.77500000000003, 141.92499999999993, 154.0, 138.07500000000002, 153.825, 138.42499999999998, 154.52499999999995, 136.14999999999995, 142.44999999999996, 139.65, 152.77499999999995, 135.45000000000002, 144.37499999999994, 139.47499999999997, 140.69999999999996, 143.85, 136.67499999999995, 152.42499999999998, 149.27499999999998, 142.45000000000005, 149.62499999999994, 140.0, 143.675, 141.92499999999993, 136.84999999999997, 148.925, 153.825, 135.27500000000006, 137.725, 150.32499999999996, 139.29999999999998, 130.725, 140.87499999999994, 152.42500000000004, 145.59999999999997, 139.99999999999994, 137.37499999999994, 125.12499999999999, 137.20000000000002, 132.12499999999997, 127.22499999999997, 150.325, 125.3, 131.59999999999997, 131.94999999999996, 143.85, 148.39999999999995]",75
